2006.01.01,22:00,1.72255,1.72269,1.72246,1.72252,584
2006.01.01,22:05,1.72259,1.72273,1.72248,1.7227,605
2006.01.01,22:10,1.72267,1.72273,1.72247,1.7226,673
2006.01.01,22:15,1.72258,1.7227,1.72248,1.72251,734
2006.01.01,22:20,1.72257,1.72278,1.72248,1.7227,894
2006.01.01,22:25,1.72264,1.72273,1.72251,1.72259,627
2006.01.01,22:30,1.7225,1.7227,1.72246,1.72264,629
2006.01.01,22:35,1.72265,1.72275,1.72251,1.72269,414
2006.01.01,22:40,1.72267,1.72273,1.72253,1.72259,517
2006.01.01,22:45,1.72262,1.72269,1.72248,1.72253,541
2006.01.01,22:50,1.7226,1.72269,1.72247,1.72258,553
2006.01.01,22:55,1.72258,1.72275,1.72251,1.72252,815
2006.01.01,23:00,1.72252,1.72271,1.72248,1.72265,588
2006.01.01,23:05,1.72263,1.72271,1.72247,1.72263,583
2006.01.01,23:10,1.72262,1.72271,1.7225,1.72263,500
2006.01.01,23:15,1.7226,1.72273,1.7225,1.7226,632
2006.01.01,23:20,1.72262,1.72268,1.72247,1.72268,422
2006.01.01,23:25,1.7226,1.72275,1.72249,1.72267,702
2006.01.01,23:30,1.72264,1.72268,1.72253,1.72262,411
2006.01.01,23:35,1.72251,1.72273,1.72251,1.72268,696
2006.01.01,23:40,1.72261,1.72272,1.72251,1.7226,569
2006.01.01,23:45,1.72267,1.72272,1.72252,1.72263,418
2006.01.01,23:50,1.72253,1.72273,1.72249,1.72267,830
2006.01.01,23:55,1.7227,1.72271,1.7223,1.72258,662
2006.01.02,00:00,1.72267,1.72271,1.72251,1.72258,703
2006.01.02,00:05,1.72268,1.72277,1.72247,1.72258,713
2006.01.02,00:10,1.72266,1.7227,1.7225,1.72258,548
2006.01.02,00:15,1.72259,1.72273,1.72253,1.72271,532
2006.01.02,00:20,1.72272,1.72276,1.7225,1.72265,563
2006.01.02,00:25,1.72259,1.72271,1.72248,1.7227,492
2006.01.02,00:30,1.72265,1.72273,1.72232,1.72259,457
2006.01.02,00:35,1.7226,1.72273,1.72254,1.72272,720
2006.01.02,00:40,1.72268,1.7227,1.72243,1.72263,673
2006.01.02,00:45,1.72254,1.72277,1.72253,1.72258,496
2006.01.02,00:50,1.72258,1.72273,1.72254,1.72273,497
2006.01.02,00:55,1.72266,1.72273,1.72248,1.72252,500
2006.01.02,01:00,1.72257,1.72271,1.72251,1.72256,663
2006.01.02,01:05,1.72249,1.72273,1.72249,1.72267,636
2006.01.02,01:10,1.72261,1.72275,1.72248,1.72257,347
2006.01.02,01:15,1.72264,1.72268,1.72246,1.72266,527
2006.01.02,01:20,1.7227,1.72272,1.72252,1.72258,433
2006.01.02,01:25,1.72259,1.72267,1.72249,1.72249,536
2006.01.02,01:30,1.72252,1.72266,1.72251,1.72263,304
2006.01.02,01:35,1.72267,1.7227,1.72252,1.72268,584
2006.01.02,01:40,1.72273,1.72273,1.72251,1.72263,497
2006.01.02,01:45,1.72267,1.72272,1.72252,1.72268,486
2006.01.02,01:50,1.72258,1.72265,1.72252,1.72256,275
2006.01.02,01:55,1.72253,1.72277,1.72253,1.72277,479
2006.01.02,02:00,1.72257,1.72265,1.72249,1.72252,485
2006.01.02,02:05,1.72252,1.72271,1.72247,1.7227,536
2006.01.02,02:10,1.72268,1.72273,1.72242,1.72242,664
2006.01.02,02:15,1.72256,1.72275,1.72252,1.72266,348
2006.01.02,02:20,1.72256,1.72269,1.72251,1.72258,448
2006.01.02,02:25,1.72263,1.72272,1.72248,1.72257,525
2006.01.02,02:30,1.72259,1.72272,1.72249,1.72254,288
2006.01.02,02:35,1.72246,1.72271,1.72246,1.72263,402
2006.01.02,02:40,1.72276,1.72276,1.72251,1.72262,570
2006.01.02,02:45,1.72263,1.72275,1.72253,1.72272,472
2006.01.02,02:50,1.7227,1.72271,1.72247,1.72258,314
2006.01.02,02:55,1.72263,1.72273,1.72253,1.72271,522
2006.01.02,03:00,1.7227,1.72274,1.72252,1.72256,567
2006.01.02,03:05,1.72268,1.72271,1.72245,1.72249,425
2006.01.02,03:10,1.7226,1.72273,1.72254,1.7226,363
2006.01.02,03:15,1.72265,1.72275,1.7225,1.72259,608
2006.01.02,03:20,1.72259,1.72274,1.72249,1.72265,607
2006.01.02,03:25,1.72265,1.72271,1.72252,1.72257,382
2006.01.02,03:30,1.7226,1.72271,1.72238,1.72259,468
2006.01.02,03:35,1.72259,1.72272,1.72249,1.72262,562
2006.01.02,03:40,1.72273,1.72273,1.72246,1.7226,498
2006.01.02,03:45,1.72262,1.72274,1.72246,1.72259,401
2006.01.02,03:50,1.72254,1.72273,1.72247,1.72259,572
2006.01.02,03:55,1.72255,1.72272,1.72247,1.7226,661
2006.01.02,04:00,1.72262,1.72271,1.72246,1.72256,559
2006.01.02,04:05,1.72255,1.72273,1.72254,1.72264,637
2006.01.02,04:10,1.72261,1.72271,1.72252,1.72256,586
2006.01.02,04:15,1.72262,1.72273,1.7225,1.72258,631
2006.01.02,04:20,1.72255,1.72272,1.7225,1.72255,811
2006.01.02,04:25,1.72262,1.72271,1.72252,1.72263,394
2006.01.02,04:30,1.7227,1.72275,1.72254,1.7227,581
2006.01.02,04:35,1.72266,1.72268,1.72256,1.72268,256
2006.01.02,04:40,1.72268,1.72268,1.72252,1.72266,432
2006.01.02,04:45,1.72268,1.72274,1.72253,1.72262,718
2006.01.02,04:50,1.72262,1.72273,1.72238,1.72267,425
2006.01.02,04:55,1.7227,1.7227,1.72248,1.72248,572
2006.01.02,05:00,1.72263,1.7227,1.72247,1.72266,579
2006.01.02,05:05,1.72261,1.72271,1.72254,1.72267,507
2006.01.02,05:10,1.72256,1.72272,1.7225,1.72268,599
2006.01.02,05:15,1.72273,1.72273,1.72252,1.72254,532
2006.01.02,05:20,1.72258,1.72273,1.72249,1.72267,600
2006.01.02,05:25,1.72267,1.7227,1.7225,1.72258,696
2006.01.02,05:30,1.72268,1.72272,1.72252,1.72261,638
2006.01.02,05:35,1.72262,1.72274,1.72248,1.72267,585
2006.01.02,05:40,1.72268,1.72274,1.72252,1.7227,427
2006.01.02,05:45,1.72267,1.72274,1.72254,1.72257,373
2006.01.02,05:50,1.72257,1.72272,1.72251,1.72265,407
2006.01.02,05:55,1.72268,1.72272,1.72248,1.72262,429
2006.01.02,06:00,1.72262,1.7227,1.72251,1.72267,706
2006.01.02,06:05,1.72263,1.7227,1.72245,1.72262,588
